'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.260,-0.210
0.003,-0.260,-0.210
0.006,-0.260,-0.210
0.008,-0.260,-0.210
0.011,-0.260,-0.210
0.014,-0.260,-0.210
0.017,-0.260,-0.210
0.019,-0.260,-0.210
0.022,-0.260,-0.195
0.025,-0.250,-0.185
0.028,-0.240,-0.175
0.031,-0.225,-0.170
0.033,-0.210,-0.180
0.036,-0.200,-0.180
0.039,-0.200,-0.190
0.042,-0.200,-0.170
0.044,-0.180,-0.180
0.047,-0.170,-0.185
0.050,-0.155,-0.185
0.053,-0.165,-0.190
0.056,-0.170,-0.195
0.058,-0.175,-0.195
0.061,-0.170,-0.175
0.064,-0.165,-0.165
0.067,-0.160,-0.160
0.069,-0.170,-0.205
0.072,-0.175,-0.260
0.075,-0.185,-0.295
0.078,-0.175,-0.295
0.081,-0.170,-0.255
0.083,-0.165,-0.240
0.086,-0.175,-0.245
0.089,-0.200,-0.260
0.092,-0.205,-0.295
0.094,-0.210,-0.300
0.097,-0.210,-0.290
0.100,-0.210,-0.280
0.103,-0.225,-0.285
0.106,-0.240,-0.285
0.108,-0.250,-0.275
0.111,-0.245,-0.265
0.114,-0.245,-0.245
0.117,-0.250,-0.245
0.119,-0.255,-0.255
0.122,-0.270,-0.255
0.125,-0.290,-0.245
0.128,-0.305,-0.230
0.131,-0.310,-0.215
0.133,-0.305,-0.200
0.136,-0.305,-0.190
0.139,-0.310,-0.200
0.142,-0.310,-0.185
0.144,-0.310,-0.180
0.147,-0.295,-0.165
0.150,-0.300,-0.175
0.153,-0.320,-0.160
0.156,-0.325,-0.155
0.158,-0.325,-0.130
0.161,-0.320,-0.125
0.164,-0.305,-0.140
0.167,-0.290,-0.155
0.169,-0.295,-0.155
0.172,-0.290,-0.160
0.175,-0.305,-0.140
0.178,-0.295,-0.120
0.181,-0.285,-0.090
0.183,-0.295,-0.115
0.186,-0.295,-0.130
0.189,-0.300,-0.135
0.192,-0.305,-0.125
0.194,-0.285,-0.100
0.197,-0.285,-0.085
0.200,-0.280,-0.095
0.203,-0.285,-0.110
0.206,-0.290,-0.115
0.208,-0.295,-0.095
0.211,-0.295,-0.085
0.214,-0.280,-0.075
0.217,-0.275,-0.065
0.219,-0.265,-0.065
0.222,-0.255,-0.085
0.225,-0.260,-0.085
0.228,-0.245,-0.100
0.231,-0.235,-0.105
0.233,-0.235,-0.110
0.236,-0.240,-0.140
0.239,-0.240,-0.155
0.242,-0.255,-0.165
0.244,-0.250,-0.175
0.247,-0.245,-0.190
0.250,-0.245,-0.200
0.253,-0.255,-0.210
0.256,-0.260,-0.230
0.258,-0.265,-0.220
0.261,-0.260,-0.215
0.264,-0.270,-0.205
0.267,-0.275,-0.195
0.269,-0.290,-0.205
0.272,-0.300,-0.230
0.275,-0.305,-0.235
0.278,-0.310,-0.220
0.281,-0.305,-0.215
0.283,-0.290,-0.235
0.286,-0.285,-0.260
0.289,-0.300,-0.265
0.292,-0.300,-0.265
0.294,-0.295,-0.245
0.297,-0.285,-0.225
0.300,-0.285,-0.220
0.303,-0.280,-0.230
0.306,-0.290,-0.260
0.308,-0.305,-0.260
0.311,-0.300,-0.245
0.314,-0.300,-0.230
0.317,-0.305,-0.225
0.319,-0.315,-0.235
0.322,-0.335,-0.230
0.325,-0.345,-0.200
0.328,-0.340,-0.170
0.331,-0.330,-0.155
0.333,-0.325,-0.145
0.336,-0.325,-0.145
0.339,-0.330,-0.165
0.342,-0.325,-0.175
0.344,-0.315,-0.175
0.347,-0.300,-0.155
0.350,-0.305,-0.150
0.353,-0.315,-0.145
0.356,-0.335,-0.120
0.358,-0.335,-0.100
0.361,-0.325,-0.075
0.364,-0.310,-0.080
0.367,-0.305,-0.110
0.369,-0.320,-0.145
0.372,-0.330,-0.170
0.375,-0.330,-0.170
0.378,-0.310,-0.150
0.381,-0.305,-0.140
0.383,-0.310,-0.135
0.386,-0.320,-0.135
0.389,-0.335,-0.135
0.392,-0.330,-0.115
0.394,-0.315,-0.075
0.397,-0.305,-0.050
0.400,-0.265,-0.050
0.403,-0.240,-0.090
0.406,-0.210,-0.170
0.408,-0.190,-0.235
0.411,-0.170,-0.300
0.414,-0.130,-0.355
0.417,-0.080,-0.440
0.419,0.005,-0.535
0.422,0.100,-0.640
0.425,0.185,-0.740
0.428,0.305,-0.840
0.431,0.430,-0.870
0.433,0.580,-0.860
0.436,0.705,-0.845
0.439,0.765,-0.815
0.442,0.835,-0.755
0.444,0.890,-0.625
0.447,0.870,-0.485
0.450,0.750,-0.360
0.453,0.575,-0.275
0.456,0.375,-0.255
0.458,0.150,-0.260
0.461,-0.030,-0.280
0.464,-0.130,-0.280
0.467,-0.180,-0.265
0.469,-0.220,-0.255
0.472,-0.230,-0.230
0.475,-0.235,-0.205
0.478,-0.215,-0.175
0.481,-0.215,-0.175
0.483,-0.220,-0.160
0.486,-0.235,-0.175
0.489,-0.255,-0.175
0.492,-0.265,-0.165
0.494,-0.275,-0.145
0.497,-0.275,-0.125
0.500,-0.295,-0.110
0.503,-0.300,-0.090
0.506,-0.305,-0.070
0.508,-0.310,-0.050
0.511,-0.300,-0.035
0.514,-0.315,-0.020
0.517,-0.325,-0.075
0.519,-0.345,-0.170
0.522,-0.335,-0.255
0.525,-0.340,-0.270
0.528,-0.320,-0.240
0.531,-0.295,-0.200
0.533,-0.285,-0.190
0.536,-0.295,-0.185
0.539,-0.315,-0.185
0.542,-0.320,-0.185
0.544,-0.325,-0.175
0.547,-0.325,-0.160
0.550,-0.325,-0.150
0.553,-0.335,-0.145
0.556,-0.325,-0.155
0.558,-0.335,-0.145
0.561,-0.320,-0.115
0.564,-0.320,-0.105
0.567,-0.310,-0.095
0.569,-0.310,-0.080
0.572,-0.300,-0.085
0.575,-0.280,-0.080
0.578,-0.255,-0.070
0.581,-0.235,-0.065
0.583,-0.210,-0.070
0.586,-0.205,-0.080
0.589,-0.200,-0.080
0.592,-0.205,-0.070
0.594,-0.215,-0.070
0.597,-0.195,-0.045
0.600,-0.195,-0.060
0.603,-0.205,-0.115
0.606,-0.210,-0.175
0.608,-0.215,-0.180
0.611,-0.210,-0.160
0.614,-0.195,-0.150
0.617,-0.175,-0.190
0.619,-0.165,-0.230
0.622,-0.175,-0.235
0.625,-0.165,-0.230
0.628,-0.160,-0.210
0.631,-0.160,-0.210
0.633,-0.160,-0.205
0.636,-0.165,-0.220
0.639,-0.170,-0.255
0.642,-0.185,-0.300
0.644,-0.200,-0.315
0.647,-0.190,-0.325
0.650,-0.180,-0.320
0.653,-0.175,-0.325
0.656,-0.165,-0.315
0.658,-0.175,-0.295
0.661,-0.170,-0.290
0.664,-0.165,-0.260
0.667,-0.170,-0.260
0.669,-0.175,-0.260
0.672,-0.190,-0.255
0.675,-0.195,-0.245
0.678,-0.205,-0.210
0.681,-0.195,-0.165
0.683,-0.210,-0.160
0.686,-0.205,-0.175
0.689,-0.215,-0.195
0.692,-0.225,-0.195
0.694,-0.225,-0.145
0.697,-0.220,-0.105
0.700,-0.230,-0.110
0.703,-0.250,-0.150
0.706,-0.265,-0.135
0.708,-0.290,-0.060
0.711,-0.285,0.005
0.714,-0.275,0.030
0.717,-0.275,-0.030
0.719,-0.300,-0.140
0.722,-0.330,-0.210
0.725,-0.335,-0.230
0.728,-0.310,-0.210
0.731,-0.280,-0.165
0.733,-0.265,-0.135
0.736,-0.255,-0.115
0.739,-0.250,-0.120
0.742,-0.255,-0.090
0.744,-0.270,-0.080
0.747,-0.260,-0.075
0.750,-0.250,-0.075
0.753,-0.240,-0.090
0.756,-0.240,-0.095
0.758,-0.240,-0.080
0.761,-0.215,-0.075
0.764,-0.215,-0.040
0.767,-0.220,-0.055
0.769,-0.235,-0.080
0.772,-0.240,-0.120
0.775,-0.260,-0.150
0.778,-0.255,-0.125
0.781,-0.255,-0.120
0.783,-0.260,-0.125
0.786,-0.255,-0.115
0.789,-0.260,-0.110
0.792,-0.265,-0.085
0.794,-0.255,-0.065
0.797,-0.255,-0.090
0.800,-0.265,-0.145
0.803,-0.270,-0.220
0.806,-0.275,-0.230
0.808,-0.280,-0.225
0.811,-0.265,-0.200
0.814,-0.270,-0.170
0.817,-0.265,-0.140
0.819,-0.275,-0.155
0.822,-0.275,-0.190
0.825,-0.290,-0.225
0.828,-0.295,-0.245
0.831,-0.300,-0.255
0.833,-0.290,-0.250
0.836,-0.295,-0.245
0.839,-0.305,-0.240
0.842,-0.315,-0.220
0.844,-0.315,-0.185
0.847,-0.310,-0.160
0.850,-0.305,-0.150
0.853,-0.305,-0.160
0.856,-0.295,-0.165
0.858,-0.320,-0.160
0.861,-0.330,-0.140
0.864,-0.330,-0.130
0.867,-0.330,-0.120
0.869,-0.335,-0.080
0.872,-0.350,-0.035
0.875,-0.340,-0.005
0.878,-0.325,0.005
0.881,-0.305,0.020
0.883,-0.295,0.055
0.886,-0.300,0.045
0.889,-0.320,-0.020
0.892,-0.350,-0.065
0.894,-0.360,-0.045
0.897,-0.345,0.010
0.900,-0.315,0.015
0.903,-0.290,-0.030
0.906,-0.290,-0.085
0.908,-0.295,-0.150
0.911,-0.335,-0.165
0.914,-0.335,-0.175
0.917,-0.320,-0.170
0.919,-0.295,-0.170
0.922,-0.290,-0.170
0.925,-0.285,-0.175
0.928,-0.275,-0.165
0.931,-0.280,-0.150
0.933,-0.270,-0.130
0.936,-0.265,-0.115
0.939,-0.285,-0.090
0.942,-0.285,-0.070
0.944,-0.270,-0.060
0.947,-0.275,-0.070
0.950,-0.290,-0.070
0.953,-0.300,-0.050
0.956,-0.310,-0.075
0.958,-0.315,-0.150
0.961,-0.320,-0.215
0.964,-0.305,-0.245
0.967,-0.290,-0.200
0.969,-0.280,-0.145
0.972,-0.285,-0.115
0.975,-0.290,-0.100
0.978,-0.290,-0.135
0.981,-0.290,-0.200
0.983,-0.295,-0.240
0.986,-0.305,-0.250
0.989,-0.310,-0.255
0.992,-0.290,-0.250
0.994,-0.270,-0.235
0.997,-0.255,-0.200
1.000,-0.250,-0.165
1.003,-0.280,-0.160
1.006,-0.315,-0.175
1.008,-0.350,-0.200
1.011,-0.365,-0.180
1.014,-0.360,-0.165
1.017,-0.345,-0.140
1.019,-0.335,-0.130
1.022,-0.345,-0.125
1.025,-0.325,-0.085
1.028,-0.310,-0.070
1.031,-0.295,-0.055
1.033,-0.300,-0.025
1.036,-0.285,0.040
1.039,-0.270,0.120
1.042,-0.265,0.150
1.044,-0.260,0.100
1.047,-0.290,0.030
1.050,-0.290,-0.045
1.053,-0.285,-0.110
1.056,-0.265,-0.140
1.058,-0.265,-0.125
1.061,-0.240,-0.090
1.064,-0.230,-0.115
1.067,-0.240,-0.185
1.069,-0.270,-0.235
1.072,-0.280,-0.255
1.075,-0.285,-0.235
1.078,-0.270,-0.230
1.081,-0.245,-0.225
1.083,-0.225,-0.210
1.086,-0.215,-0.215
1.089,-0.215,-0.230
1.092,-0.235,-0.230
1.094,-0.245,-0.215
1.097,-0.255,-0.200
1.100,-0.260,-0.195
1.103,-0.275,-0.190
1.106,-0.295,-0.180
1.108,-0.300,-0.145
1.111,-0.280,-0.130
1.114,-0.265,-0.125
1.117,-0.235,-0.155
1.119,-0.210,-0.240
1.122,-0.195,-0.350
1.125,-0.180,-0.445
1.128,-0.120,-0.545
1.131,-0.040,-0.630
1.133,0.100,-0.735
1.136,0.235,-0.845
1.139,0.350,-0.905
1.142,0.475,-0.855
1.144,0.620,-0.740
1.147,0.735,-0.610
1.150,0.850,-0.545
1.153,0.945,-0.505
1.156,0.980,-0.430
1.158,0.890,-0.300
1.161,0.720,-0.145
1.164,0.500,-0.020
1.167,0.270,0.065
1.169,0.045,0.090
1.172,-0.120,0.010
1.175,-0.245,-0.095
1.178,-0.330,-0.160
1.181,-0.350,-0.175
1.183,-0.300,-0.175
1.186,-0.235,-0.175
1.189,-0.205,-0.225
1.192,-0.195,-0.245
1.194,-0.200,-0.235
1.197,-0.195,-0.200
1.200,-0.200,-0.190
1.203,-0.210,-0.205
1.206,-0.215,-0.220
1.208,-0.230,-0.215
1.211,-0.235,-0.225
1.214,-0.230,-0.230
1.217,-0.220,-0.220
1.219,-0.225,-0.240
1.222,-0.240,-0.250
1.225,-0.250,-0.250
1.228,-0.235,-0.235
1.231,-0.240,-0.230
1.233,-0.245,-0.235
1.236,-0.245,-0.240
1.239,-0.255,-0.260
1.242,-0.255,-0.245
1.244,-0.255,-0.235
1.247,-0.250,-0.220
1.250,-0.250,-0.195
1.253,-0.250,-0.195
1.256,-0.240,-0.190
1.258,-0.240,-0.175
1.261,-0.235,-0.190
1.264,-0.220,-0.205
1.267,-0.225,-0.270
1.269,-0.230,-0.325
1.272,-0.220,-0.320
1.275,-0.205,-0.270
1.278,-0.190,-0.245
1.281,-0.180,-0.235
1.283,-0.180,-0.270
1.286,-0.185,-0.315
1.289,-0.215,-0.350
1.292,-0.210,-0.335
1.294,-0.180,-0.305
1.297,-0.165,-0.295
1.300,-0.140,-0.285
1.303,-0.125,-0.270
1.306,-0.130,-0.265
1.308,-0.120,-0.255
1.311,-0.120,-0.245
1.314,-0.110,-0.235
1.317,-0.110,-0.240
1.319,-0.105,-0.245
1.322,-0.100,-0.255
1.325,-0.095,-0.260
1.328,-0.090,-0.240
1.331,-0.085,-0.245
1.333,-0.075,-0.250
1.336,-0.085,-0.260
1.339,-0.085,-0.275
1.342,-0.090,-0.260
1.344,-0.065,-0.255
1.347,-0.050,-0.235
1.350,-0.045,-0.235
1.353,-0.055,-0.240
1.356,-0.060,-0.280
1.358,-0.060,-0.305
1.361,-0.045,-0.315
1.364,-0.045,-0.300
1.367,-0.025,-0.290
1.369,-0.025,-0.290
1.372,-0.030,-0.320
1.375,-0.025,-0.335
1.378,-0.025,-0.345
1.381,-0.010,-0.350
1.383,-0.005,-0.350
1.386,0.000,-0.360
1.389,-0.010,-0.355
1.392,-0.005,-0.345
1.394,-0.005,-0.320
1.397,-0.010,-0.305
1.400,-0.015,-0.290
1.403,-0.030,-0.305
1.406,-0.050,-0.300
1.408,-0.075,-0.290
1.411,-0.060,-0.280
1.414,-0.070,-0.255
1.417,-0.070,-0.255
1.419,-0.080,-0.260
1.422,-0.090,-0.265
1.425,-0.110,-0.270
1.428,-0.090,-0.245
1.431,-0.095,-0.230
1.433,-0.095,-0.210
1.436,-0.110,-0.205
1.439,-0.140,-0.220
1.442,-0.145,-0.215
1.444,-0.160,-0.210
1.447,-0.145,-0.210
1.450,-0.155,-0.210
1.453,-0.150,-0.205
1.456,-0.160,-0.200
1.458,-0.160,-0.205
1.461,-0.160,-0.210
1.464,-0.150,-0.195
1.467,-0.140,-0.195
1.469,-0.150,-0.190
1.472,-0.155,-0.195
1.475,-0.170,-0.185
1.478,-0.150,-0.185
1.481,-0.140,-0.165
1.483,-0.125,-0.160
1.486,-0.130,-0.170
1.489,-0.140,-0.175
1.492,-0.155,-0.175
1.494,-0.140,-0.160
1.497,-0.125,-0.160
1.500,-0.130,-0.175
1.503,-0.135,-0.185
1.506,-0.145,-0.195
1.508,-0.155,-0.185
1.511,-0.145,-0.190
1.514,-0.130,-0.180
1.517,-0.125,-0.185
1.519,-0.135,-0.205
1.522,-0.135,-0.215
1.525,-0.135,-0.200
1.528,-0.125,-0.165
1.531,-0.110,-0.160
1.533,-0.110,-0.160
1.536,-0.095,-0.155
1.539,-0.115,-0.165
1.542,-0.115,-0.165
1.544,-0.110,-0.180
1.547,-0.095,-0.185
1.550,-0.105,-0.180
1.553,-0.115,-0.165
1.556,-0.130,-0.160
1.558,-0.135,-0.180
1.561,-0.125,-0.185
1.564,-0.130,-0.205
1.567,-0.125,-0.205
1.569,-0.140,-0.205
1.572,-0.150,-0.210
1.575,-0.150,-0.205
1.578,-0.145,-0.195
1.581,-0.135,-0.205
1.583,-0.135,-0.230
1.586,-0.155,-0.245
1.589,-0.160,-0.245
1.592,-0.175,-0.235
1.594,-0.155,-0.205
1.597,-0.150,-0.195
1.600,-0.155,-0.195
1.603,-0.160,-0.200
1.606,-0.175,-0.215
1.608,-0.175,-0.195
1.611,-0.160,-0.175
1.614,-0.160,-0.180
1.617,-0.160,-0.170
1.619,-0.160,-0.180
1.622,-0.160,-0.185
1.625,-0.170,-0.185
1.628,-0.155,-0.170
1.631,-0.145,-0.175
1.633,-0.155,-0.190
1.636,-0.175,-0.195
1.639,-0.170,-0.210
1.642,-0.170,-0.210
1.644,-0.155,-0.205
1.647,-0.140,-0.195
1.650,-0.145,-0.205
1.653,-0.160,-0.225
1.656,-0.180,-0.230
1.658,-0.180,-0.235
1.661,-0.175,-0.220
1.664,-0.155,-0.210
1.667,-0.155,-0.215
1.669,-0.155,-0.225
1.672,-0.155,-0.230
1.675,-0.165,-0.215
1.678,-0.160,-0.200
1.681,-0.145,-0.200
1.683,-0.145,-0.195
